Price,Mileage,Make,Model,Automatic Transmission,Air Conditioner,Power Steering,Remote Control,Years_of_usage
1.8136729245143193,-3.6301820328342522,59,738,True,True,True,True,0
0.8257874983508199,0.24820759679351856,32,789,True,True,True,True,3
1.4501613364694113,0.21828069057632543,47,805,True,True,True,True,3
1.4501613364694113,-0.035450535054776015,5,842,True,True,True,True,6
0.19735855506405187,-0.10779057956635787,18,618,True,True,True,True,3
0.19735855506405187,-0.8090493510514714,17,158,False,False,False,False,3
1.3918529528358794,-0.6318352253054449,59,738,True,True,True,True,2
-0.4551103808925272,0.6293344829826669,47,822,False,True,True,True,10
0.45084539510437893,0.06942767255587316,33,395,True,True,True,True,6
-0.03199058455349312,0.6906609237839036,76,788,False,False,False,False,13
0.09287763145704116,0.45104130786649516,75,533,True,False,False,False,10
1.3615674927340193,0.06294718790884357,77,459,True,True,True,True,2
0.3959682596773512,-0.17979016849418192,76,743,True,True,True,True,2
-1.598679128426167,0.45104130786649516,32,807,False,False,False,False,23
-0.6972016893938047,0.6683482199038626,59,736,True,False,False,False,22
0.11095432620655528,0.5150959645364297,96,274,False,False,False,False,16
0.49037202601272184,0.6346761548636096,50,495,True,False,False,False,3
1.8941134286410368,0.22841302505413297,86,520,True,True,True,True,1
0.796268851311511,-0.39266367411422687,68,82,True,True,True,True,2
-0.8503291487378497,0.4330591289132905,47,822,False,False,True,True,14
1.0859560079551998,-0.04695212672481638,96,274,True,True,True,True,3
0.11095432620655528,0.3346609282969492,76,743,True,True,True,True,2
-2.1942584467131905,-0.027896350069279582,18,618,True,False,False,False,2
-0.37079009782267874,0.518295597982422,86,609,True,False,False,False,21
-0.8709654597834243,0.5118802120434496,23,607,True,True,True,True,20
-1.050692937821255,0.6607339006223591,59,720,False,True,False,True,24
-0.7905252054968863,-0.5588059016066608,16,182,True,True,False,False,8
0.6132143834751462,0.05310140651469674,77,160,False,False,False,False,4
0.5534102970510161,-0.1518301040637179,17,779,True,True,True,True,2
1.197080483821654,0.3130207404224642,73,321,True,True,True,True,14
0.3530459710310225,0.0758430262565068,59,398,False,False,False,False,14
0.12875503050007772,0.7771145638907916,52,543,True,True,True,False,18
0.16356130247738038,0.5791345343978761,24,456,False,False,False,False,15
-0.6445947922578225,-0.2190837355999126,60,20,False,False,False,False,4
-0.08381792538619677,0.41455565843459324,20,211,True,True,True,True,16
-0.24253755749723468,0.33039118350864305,12,376,False,True,True,True,4
0.05586108076648872,-0.22929704984061838,82,548,True,True,True,True,5
1.6579853598326462,0.22841302505413297,45,146,True,True,True,True,2
0.07451625312173596,0.2906210998398205,59,247,True,True,False,False,13
0.7243388240105868,0.3346609282969492,52,678,True,True,True,True,7
-0.5149143752702582,0.7771145638907916,47,822,False,True,True,True,12
2.1697249952390987,-0.013050999286056105,73,316,True,True,True,True,4
0.8012408173509465,-0.39266367411422687,68,882,True,True,True,True,2
0.25424416077825834,0.8183112235007607,73,193,True,True,False,True,22
1.298529187604401,-0.3057682879095908,59,738,True,True,True,True,3
0.11095432620655528,-0.027896350069279582,76,743,True,True,True,True,5
-0.17185392219752024,0.40700142874899714,32,648,False,False,False,False,14
0.6134475449793663,-0.7143121185303987,77,160,True,True,True,True,5
-2.2072855346031837,0.0758430262565068,32,14,False,False,False,False,25
1.3918529528358794,-0.7599247982447931,84,486,True,True,True,True,1
-0.08381792538619677,0.39549976799700604,12,376,False,True,True,True,3
0.32352733644815407,0.3637752385386116,75,532,False,False,False,False,8
0.5534102970510161,0.39549976799700604,52,252,False,False,False,False,14
0.9191112386693987,-0.692672517600983,17,781,False,False,False,False,3
-0.7522948480408382,0.5791345343978761,23,607,True,True,True,True,19
-0.5149143752702582,0.43669631880192994,23,528,False,False,False,False,21
0.6132143834751462,-0.5942767486228396,100,759,True,True,True,True,5
0.5534102970510161,-0.8351061393601242,100,86,True,True,True,True,5
-0.20666017685572913,0.6075092456431685,82,392,True,False,False,False,11
-0.12700519984584457,-0.08275519867401583,47,167,True,True,True,False,13
0.7083304599881501,-0.43385958016031695,93,254,True,True,True,True,2
-0.08381792538619677,-0.1610147164910185,18,618,True,True,True,True,6
0.6920992347680469,-0.10779057956635787,82,514,True,True,True,True,4
-0.14921392928653904,0.7771145638907916,18,618,True,True,True,True,8
-0.7905252054968863,0.518295597982422,96,274,False,False,False,False,29
-0.021895947946079544,0.41455565843459324,97,441,False,False,False,False,13
0.8257874983508199,-0.4061023872461933,59,247,True,False,False,True,6
-0.46977626395871763,0.3555914771657227,90,136,True,True,True,True,11
-0.4121881449233504,0.21315356575492592,47,822,False,False,True,True,7
0.3530459710310225,0.0758430262565068,32,87,False,False,False,False,9
0.9457114276317675,-0.013050999286056105,96,274,True,True,True,True,5
0.07451625312173596,0.6075092456431685,73,192,True,True,True,True,22
-0.33081169217971784,0.7771145638907916,86,609,True,True,True,True,20
0.5534102970510161,-0.13384807709054844,47,348,True,False,False,False,7
-0.6107975886593954,-0.34157113667388234,90,124,False,False,False,False,14
-0.1949422599287349,0.46853076457186876,59,247,True,True,True,True,16
0.9101079169929366,-0.6127797899879043,82,514,True,True,True,True,4
0.4237296634837519,0.5524720416499946,52,252,False,False,False,False,14
0.9413199934930142,-0.7989173382358189,68,882,True,True,True,True,2
-0.546007475359111,0.518295597982422,85,122,False,False,False,False,9
-0.5779525440347913,0.4855537822120773,76,743,False,False,False,False,22
-0.34398609934636365,0.7554743026459338,52,543,False,False,False,False,22
0.7243388240105868,-0.692672517600983,50,499,True,True,True,True,2
1.3615674927340193,0.19222305120439534,47,805,False,False,False,False,5
0.5777012600137494,0.015642440784361444,96,274,True,True,True,True,5
0.7243388240105868,0.19222305120439534,96,274,True,False,False,True,6
-0.5779525440347913,0.7169135575484457,9,379,False,True,True,True,14
1.4501613364694113,0.22841302505413297,96,274,True,True,True,True,2
0.017630660626596305,0.15385731886679363,82,392,True,True,True,True,11
-0.08381792538619677,0.27679404383061734,79,57,True,True,True,True,10
-0.4551103808925272,-0.1518301040637179,9,839,False,False,False,False,5
1.532496103372315,-0.692672517600983,86,612,True,True,True,True,2
1.0859560079551998,-0.8906455838094354,68,99,True,True,True,True,2
0.11095432620655528,0.518295597982422,96,274,False,False,False,False,16
2.200010463208195,-1.621554270676858,86,612,False,False,False,False,0
-1.3230691163853874,0.3041549825881989,79,74,False,False,False,False,17
-0.5618706056547271,0.9109848027117197,18,618,False,True,True,True,15
-0.6618680238778547,0.32176504652629295,90,136,True,True,True,True,15
-0.16047897354631027,0.48218530280095073,18,618,True,True,True,True,10
-0.7905252054968863,0.0758430262565068,73,28,True,False,False,False,39
0.09287763145704116,0.008589090762040136,68,82,True,True,True,True,4
-0.6972016893938047,0.5021345954604646,90,136,True,True,True,False,16
-0.7336397055350448,0.2996754957413364,90,136,True,True,True,False,17
0.7243388240105868,-0.3691647378580999,32,789,True,True,True,True,3
0.11095432620655528,0.05640023627492644,79,57,True,False,False,False,8
0.3309773539610622,-0.5588059016066608,79,57,True,False,False,True,6
0.3530459710310225,0.46853076457186876,75,532,False,False,False,False,8
-0.384426774169284,0.7330745834522058,18,618,False,False,False,False,18
0.23827235393646445,-0.1518301040637179,77,160,False,False,False,False,12
0.3530459710310225,0.2906210998398205,75,530,True,True,True,True,8
-0.12700519984584457,0.5584940271110316,75,533,True,True,True,True,16
1.4213716098403488,-0.5090421032914749,49,289,False,False,False,False,1
0.5534102970510161,0.04310137846482237,68,882,True,True,True,True,3
0.5656190373265764,-0.5942767486228396,38,357,True,True,True,True,5
-0.9133672606837717,0.12496899750319107,83,645,False,False,False,False,10
-0.05244590252256877,0.11303738338894116,17,158,False,True,True,True,3
0.16356130247738038,0.24331620240515744,47,145,True,True,True,True,7
0.30848295017393645,0.3346609282969492,75,532,False,False,False,False,10
0.017630660626596305,0.4855537822120773,76,743,True,True,True,True,4
2.4661429312161847,0.22841302505413297,73,192,False,False,False,False,0
-0.11605748491109792,0.41455565843459324,18,287,True,True,True,True,11
-0.6794010122779018,0.5791345343978761,86,381,False,False,False,False,12
0.017630660626596305,0.46853076457186876,59,679,True,True,True,False,11
0.5534102970510161,-0.19913465077611245,68,82,True,True,True,True,3
